name	len	score	pvalue
NM_001358586.1 Aedes aegypti gustatory receptor 56 (Gr56), mRNA	1197	0.4736109673976898	0.0762142155751945
NM_001408487.1 Aedes aegypti tay bridge kinase (tay), transcript variant 2, mRNA	7502	0.25541335344314575	0.1309200090641287
NM_001358639.1 Aedes aegypti ionotropic receptor 101 (Ir101), mRNA	2100	0.9407579898834229	0.014748092756250473
NM_001358193.1 Aedes aegypti odorant receptor 4 (Or4), mRNA	1581	0.4927230179309845	0.06788654732230531
NM_001358887.1 Aedes aegypti gustatory receptor 31 (Gr31), mRNA	1176	0.5030155181884766	0.059993201903467026
NM_001408449.1 Aedes aegypti Mucin 91C (Muc91C), mRNA	3073	0.01592632383108139	0.3108618475715689
NM_001358333.1 Aedes aegypti ionotropic receptor 76b (Ir76b), mRNA	2528	0.46734651923179626	0.0784991313543319
NM_001358128.1 Aedes aegypti Gustatory receptor 63a (Gr63a), mRNA	1499	0.5521371364593506	0.0482287181811315
NM_001358385.1 Aedes aegypti protein doublesex (dsx), transcript variant 4, mRNA	2597	0.34307968616485596	0.10931716897046605
NM_001358827.1 Aedes aegypti gustatory receptor 25 (Gr25), mRNA	1237	0.8458124399185181	0.021867210514389303
NM_001358600.1 Aedes aegypti gustatory receptor 60 (Gr60), transcript variant 1, mRNA	1333	0.5416561961174011	0.05013596193065942
NM_001358601.1 Aedes aegypti gustatory receptor 60 (Gr60), transcript variant 2, mRNA	1381	0.3914836347103119	0.09864793413399804
NM_001358508.1 Aedes aegypti gustatory receptor 39 (Gr39), transcript variant 3, mRNA	1660	0.3325344920158386	0.11197975677921293
NM_001358505.1 Aedes aegypti gustatory receptor 39 (Gr39), transcript variant 2, mRNA	1760	0.4325728416442871	0.0882241861167762
NM_001358467.1 Aedes aegypti odorant receptor 6 (Or6), transcript variant 2, mRNA	1682	0.21160253882408142	0.14321323362791752
NM_001358420.1 Aedes aegypti odorant receptor 91 (Or91), mRNA	1488	0.8675624132156372	0.020280987990029458
NM_001358458.1 Aedes aegypti gustatory receptor 22 (Gr22), mRNA	1197	0.6873641014099121	0.03417931867965859
NM_001358925.1 Aedes aegypti dopamine D2-like receptor (Dop2R), mRNA	5822	0.20222677290439606	0.14612130825591058
NM_001358926.1 Aedes aegypti spectrin and immunoglobulin domain-containing protein zormin (zormin), transcript variant 1, mRNA	12446	0.09103181958198547	0.19531309011254627
NM_001359028.1 Aedes aegypti Sex combs reduced (Scr), mRNA	3344	0.7153819799423218	0.031781101291638345
NM_001358277.1 Aedes aegypti gustatory receptor 20 (Gr20), transcript variant 4, mRNA	1514	0.6703729629516602	0.03553893798625274
NM_001358602.1 Aedes aegypti gustatory receptor 60 (Gr60), transcript variant 3, mRNA	1411	0.17620232701301575	0.15505325175617493
NM_001358228.1 Aedes aegypti gustatory receptor 77 (Gr77), transcript variant 1, mRNA	2250	0.04913930594921112	0.23553516126595664
NM_001358276.1 Aedes aegypti gustatory receptor 20 (Gr20), transcript variant 3, mRNA	1555	0.3777434825897217	0.10195256439308105
NM_001408515.1 Aedes aegypti l(3)mbt interacting protein 1 (Lint-1), mRNA	3617	0.03580499812960625	0.2569113981418536
NM_001358278.1 Aedes aegypti gustatory receptor 20 (Gr20), transcript variant 5, mRNA	1506	0.45760101079940796	0.08169046000453206
NM_001358734.1 Aedes aegypti ionotropic receptor 41a (Ir41a), mRNA	3344	0.6687796115875244	0.035671123196616056
NM_001358215.1 Aedes aegypti gustatory receptor 59 (Gr59), mRNA	2520	0.7277793884277344	0.03081803761613415
NM_001359032.1 Aedes aegypti homeobox protein abdominal-A homolog (abd-A), mRNA	5312	0.43536561727523804	0.08746884205755721
NM_001358475.1 Aedes aegypti odorant receptor 125 (Or125), mRNA	1719	0.6501057147979736	0.03714404411209306
NM_001358329.1 Aedes aegypti ionotropic receptor 75k (Ir75k), mRNA	3407	0.3464810848236084	0.1086184757156885
NM_001358981.1 Aedes aegypti glutathione S-transferase epsilon 2 (LOC110676856), mRNA	803	0.5712544918060303	0.10302169372895069
NM_001358615.1 Aedes aegypti gustatory receptor 67 (Gr67), mRNA	1098	0.7227993607521057	0.031195709645743638
NM_001358140.1 Aedes aegypti gustatory receptor 66 (Gr66), mRNA	1210	0.20038257539272308	0.14678223430772716
NM_001358466.1 Aedes aegypti odorant receptor 6 (Or6), transcript variant 1, mRNA	1736	0.3165387809276581	0.11522773623385452
NM_001358125.1 Aedes aegypti gustatory receptor 2 (Gr2), mRNA	1882	0.3024892807006836	0.11860790089885943
NM_001358509.1 Aedes aegypti gustatory receptor 39 (Gr39), transcript variant 4, mRNA	1721	0.4935135245323181	0.0675277588941763
NM_001358115.1 Aedes aegypti gustatory receptor 9 (Gr9), mRNA	1574	0.11778564006090164	0.17988518770299872
NM_001358248.1 Aedes aegypti gustatory receptor 15 (Gr15), mRNA	1661	0.49764367938041687	0.06514842510763653
NM_001358160.1 Aedes aegypti odorant receptor 31 (Or31), mRNA	1212	0.031713128089904785	0.2643515371251605
NM_001358470.1 Aedes aegypti odorant receptor 122 (Or122), mRNA	1673	0.09169173985719681	0.19487876727849535
NM_001358251.1 Aedes aegypti gustatory receptor 4 (Gr4), mRNA	2586	0.8751112818717957	0.019808897953017598
NM_001358274.1 Aedes aegypti gustatory receptor 20 (Gr20), transcript variant 1, mRNA	1663	0.40782177448272705	0.09434247299644988
NM_001358218.1 Aedes aegypti gustatory receptor 6 (Gr6), mRNA	1996	0.5874148607254028	0.04371553742729813
NM_001358275.1 Aedes aegypti gustatory receptor 20 (Gr20), transcript variant 2, mRNA	1552	0.49185270071029663	0.06837752096079765
NM_001358226.1 Aedes aegypti gustatory receptor 76 (Gr76), mRNA	1747	0.2121974527835846	0.14294886320719088
NM_001358164.1 Aedes aegypti odorant receptor 26 (Or26), mRNA	1469	0.6949210166931152	0.033442858221920085
NM_001358222.1 Aedes aegypti gustatory receptor 7 (Gr7), mRNA	1835	0.41383451223373413	0.0930772716972581
NM_001408919.1 Aedes aegypti farnesol dehydrogenase-like (LOC110674007), mRNA	849	0.9543594121932983	0.018890289563303166
NM_001358165.1 Aedes aegypti odorant receptor 27 (Or27), mRNA	1331	0.5629306435585022	0.04651031044640834
NM_001358109.1 Aedes aegypti gustatory receptor 19a (Gr19a), transcript variant 1, mRNA	1769	0.4085819721221924	0.09413475338016467
NM_001358962.1 Aedes aegypti gustatory receptor 77 (Gr77), transcript variant 2, mRNA	1796	0.04092125967144966	0.2480172218445502
NM_001358105.1 Aedes aegypti gustatory receptor 33a (Gr33a), transcript variant 2, mRNA	2569	0.7195690870285034	0.0314411964649898
NM_001358184.1 Aedes aegypti odorant receptor 55 (Or55), mRNA	1450	0.29494747519493103	0.12057179545282877
NM_001358181.1 Aedes aegypti odorant receptor 15 (Or15), mRNA	1543	0.45328959822654724	0.08265352368003626
NM_001358111.1 Aedes aegypti gustatory receptor 18 (Gr18), mRNA	1353	0.0270400270819664	0.27469975073646047
NM_001358093.1 Aedes aegypti gustatory receptor 37 (Gr37), mRNA	1326	0.6062350869178772	0.04161945766296548
NM_001358122.1 Aedes aegypti gustatory receptor 10 (Gr10), mRNA	1711	0.4404190182685852	0.08616587355540449
NM_001358170.1 Aedes aegypti odorant receptor 52 (Or52), mRNA	3070	0.6517913341522217	0.03687967369136642
NM_001358153.1 Aedes aegypti ionotropic receptor 75e (Ir75e), mRNA	1966	0.5660787224769592	0.04626482362716217
NM_001358110.1 Aedes aegypti gustatory receptor 19a (Gr19a), transcript variant 2, mRNA	1711	0.1658022254705429	0.15850895082710176
NM_001358056.1 Aedes aegypti gustatory receptor 11 (Gr11), mRNA	1290	0.13308803737163544	0.17244504871969182
NM_001358114.1 Aedes aegypti gustatory receptor 60 (Gr60), transcript variant 4, mRNA	1359	0.23746764659881592	0.13567867663720826
NM_001358104.1 Aedes aegypti gustatory receptor 65 (Gr65), transcript variant 2, mRNA	1307	0.3450436592102051	0.10880731173049324
NM_001358099.2 Aedes aegypti gustatory receptor 49 (Gr49), mRNA	2314	0.6202861666679382	0.040033235138605634
NM_001358097.1 Aedes aegypti gustatory receptor 39 (Gr39), transcript variant 1, mRNA	1705	0.5454750657081604	0.049701639096608505
NM_001358200.1 Aedes aegypti odorant receptor 44 (Or44), mRNA	1540	0.9959040284156799	0.005816149255986102
NM_001358106.1 Aedes aegypti gustatory receptor 33a (Gr33a), transcript variant 1, mRNA	2581	0.6970844268798828	0.03331067301155676
NM_001358098.1 Aedes aegypti gustatory receptor 43 (Gr43), mRNA	2448	0.8138134479522705	0.024171009895007176
NM_001358139.1 Aedes aegypti odorant receptor 86 (Or86), mRNA	1820	0.3572579324245453	0.10635244353803157
NM_001358047.1 Aedes aegypti gustatory receptor 65 (Gr65), transcript variant 1, mRNA	1320	0.4196825921535492	0.09194425560842964
NM_001408256.1 Aedes aegypti pupal cuticle protein 36 (LOC5577603), mRNA	1356	0.7674163579940796	0.02800438099554347
NM_001408095.1 Aedes aegypti carboxylesterase (LOC110681126), mRNA	1760	0.35974451899528503	0.10584258629805876
NM_001408057.1 Aedes aegypti alkaline phosphatase (LOC125480934), mRNA	1821	0.46689465641975403	0.07876350177505854
NM_001408124.1 Aedes aegypti cytochrome P450 4c3 (LOC5575367), mRNA	1704	0.38178491592407227	0.10091396631165496
NM_001408417.1 Aedes aegypti phosphatidyl inositol N-acetylglucosaminyl transferase subunit Q (LOC5574057), mRNA	1811	0.07321980595588684	0.2095702092303044
NM_001408337.1 Aedes aegypti acyl-CoA-binding domain-containing protein 6 (LOC5570414), mRNA	1378	0.008238600566983223	0.3575798776342624
NM_001407421.1 Aedes aegypti uncharacterized LOC125446210 (LOC125446210), mRNA	1002	0.3425224721431732	0.10950600498527079
NM_001408105.1 Aedes aegypti uncharacterized LOC125488415 (LOC125488415), mRNA	3425	0.7634843587875366	0.028382053025152957
NM_001408380.1 Aedes aegypti type-1 angiotensin II receptor-associated protein (LOC5566128), mRNA	1167	0.22206218540668488	0.13987083616587356
NM_001407359.1 Aedes aegypti peptidoglycan-recognition protein LC (LOC5576901), transcript variant 2, mRNA	1990	0.5073915123939514	0.058123725356900066
NM_001408405.1 Aedes aegypti venom allergen 5 (LOC5579817), mRNA	1111	0.8317538499832153	0.02288692499433492
NM_001408115.1 Aedes aegypti uncharacterized LOC5578012 (LOC5578012), mRNA	4551	0.5843547582626343	0.04407432585542715
NM_001408113.1 Aedes aegypti fatty acyl-CoA hydrolase precursor, medium chain-like (LOC110680480), mRNA	1790	0.993658185005188	0.006590376916685551
NM_001355117.1 Aedes aegypti gustatory receptor 16 (Gr16), mRNA	1538	0.609260618686676	0.04129843643779742
NM_001408260.1 Aedes aegypti pupal cuticular protein-like (LOC125505921), mRNA	848	0.3045310378074646	0.2495249205065006
NM_001408516.1 Aedes aegypti uncharacterized LOC5574758 (LOC5574758), mRNA	10837	0.26046109199523926	0.12956038975753456
NM_001407497.1 Aedes aegypti uncharacterized LOC5565542 (LOC5565542), mRNA	1122	0.018764829263091087	0.29913513105219425
NM_001408056.1 Aedes aegypti alkaline phosphatase (LOC5577765), mRNA	1855	0.9992337822914124	0.0032479794546415894
NM_001407537.1 Aedes aegypti calcium/calmodulin-dependent protein kinase type IV (LOC5566696), mRNA	3308	0.1578894406557083	0.1615492106654581
NM_001408111.1 Aedes aegypti fatty acyl-CoA hydrolase precursor, medium chain (LOC5577511), mRNA	1725	0.9551518559455872	0.013010801420046831
NM_001408385.1 Aedes aegypti serine protease snake-like (LOC125556650), mRNA	1043	0.15513691306114197	0.16285217916761086
NM_001408040.1 Aedes aegypti uncharacterized LOC5579101 (LOC5579101), transcript variant 2, mRNA	2842	0.5803749561309814	0.04443311428355616
NM_001408254.1 Aedes aegypti uncharacterized LOC5572722 (LOC5572722), mRNA	10330	0.9053456783294678	0.01729737895611451
NM_001408338.1 Aedes aegypti protein CutA homolog (LOC110674453), mRNA	694	0.17181962728500366	0.3377391860618262
NM_001408379.1 Aedes aegypti cecropin-like (LOC125505930), mRNA	555	0.0038302186876535416	0.7424975070085985
NM_001408596.1 Aedes aegypti uncharacterized LOC125556654 (LOC125556654), mRNA	10550	0.73915696144104	0.029987159150993276
NM_001407360.1 Aedes aegypti peptidoglycan-recognition protein LC (LOC5576901), transcript variant 3, mRNA	1615	0.379556804895401	0.1016126595664325
NM_001355116.1 Aedes aegypti gustatory receptor 17 (Gr17), mRNA	1540	0.8383693695068359	0.02241483495732306
NM_001408041.1 Aedes aegypti uncharacterized LOC5579101 (LOC5579101), transcript variant 3, mRNA	2307	0.7015848755836487	0.03283858297454491
NM_001408039.1 Aedes aegypti uncharacterized LOC5579101 (LOC5579101), transcript variant 1, mRNA	2783	0.4890616536140442	0.06992597628219654
NM_001408232.1 Aedes aegypti perlucin-like protein (LOC5565216), mRNA	525	0.5698705911636353	0.10351088449453423
NM_001408278.1 Aedes aegypti C-type lectin (LOC125505922), mRNA	626	0.8524301052093506	0.038486142730813376
NM_001407358.1 Aedes aegypti peptidoglycan-recognition protein LC (LOC5576901), transcript variant 1, mRNA	1690	0.3458760976791382	0.10873177732457134
NM_001407439.1 Aedes aegypti uncharacterized LOC125446211 (LOC125446211), mRNA	786	0.28731366991996765	0.25919584564149845
NM_001407551.1 Aedes aegypti uncharacterized LOC5572108 (LOC5572108), mRNA	2453	0.9006757736206055	0.017656167384243523
NM_001408384.1 Aedes aegypti serine protease snake-like (LOC110674731), mRNA	974	0.5785889625549316	0.10024647688573633
NM_001407650.1 Aedes aegypti probable cytochrome P450 9f2 (LOC5564754), mRNA	1718	0.2565743327140808	0.1307122894478435
NM_001408126.1 Aedes aegypti unknown LOC125491497 (LOC125491497), mRNA	574	0.24184973537921906	0.2869950516472558
NM_001408034.1 Aedes aegypti astacin-like (LOC125480931), mRNA	933	0.9766350388526917	0.012916517714350224
NM_001407762.1 Aedes aegypti uncharacterized 125467758 (LOC125467758), mRNA	779	0.9744738936424255	0.013593858774388982
NM_001407756.1 Aedes aegypti uncharacterized LOC110678414 (LOC110678414), mRNA	894	0.6735531687736511	0.07428173625091723
NM_001407303.1 Aedes aegypti peptidoglycan-recognition protein 3 (LOC5565821), mRNA	2168	0.5799510478973389	0.04447088148651711
NM_001408279.1 Aedes aegypti uncharacterized LOC5564292 (LOC5564292), mRNA	533	0.07952303439378738	0.4406291745846582
NM_001408390.1 Aedes aegypti selenoprotein (LOC5579815), mRNA	841	0.13841967284679413	0.3685299817494214
NM_001408378.1 Aedes aegypti fatty acid synthase (LOC110675236), mRNA	7172	0.7421826124191284	0.029760555933227587
NM_001407529.1 Aedes aegypti larval cuticle protein 8 (LOC5578135), mRNA	543	0.15276022255420685	0.35455041487139927
NM_001407445.1 Aedes aegypti uncharacterized LOC125446221 (LOC125446221), mRNA	1245	0.02861172892153263	0.27088526323740464
NM_001407319.1 Aedes aegypti cuticle protein 8-like (LOC110676636), mRNA	778	0.9340227842330933	0.023368266571337185
NM_001408264.1 Aedes aegypti mediator of RNA polymerase II transcription subunit 15-like (LOC110678094), mRNA	2422	0.5478010177612305	0.04917289825515522
NM_001407272.1 Aedes aegypti uncharacterized LOC125387292 (LOC125387292), mRNA	1571	0.6018219590187073	0.04214819850441876
NM_001407350.1 Aedes aegypti peptidoglycan-recognition protein LA (LOC5576181), transcript variant 1, mRNA	1889	0.15775471925735474	0.16166251227434097
NM_001407345.1 Aedes aegypti pupal cuticle protein Edg-78E (LOC5572913), mRNA	1037	0.1138325110077858	0.18169801344512426
NM_001407489.1 Aedes aegypti uncharacterized LOC125446242 (LOC125446242), mRNA	987	0.9972423315048218	0.00399819375717323
NM_001407759.1 Aedes aegypti uncharacterized LOC110679209 (LOC110679209), mRNA	2760	0.988234281539917	0.007855578215877332
NM_001407693.1 Aedes aegypti probable cytochrome P450 9f2 (LOC5564753), mRNA	1752	0.4944404065608978	0.06716897046604728
NM_001408035.1 Aedes aegypti uncharacterized LOC125480933 (LOC125480933), mRNA	543	0.8212215900421143	0.04461043481533049
NM_001408036.1 Aedes aegypti defensin-A-like (LOC5579095), mRNA	542	0.03132288157939911	0.5523528194321624
NM_001358784.1 Aedes aegypti ionotropic receptor 103 (Ir103), mRNA	2271	0.5465460419654846	0.04945615227736234
NM_001408607.1 Aedes aegypti cuticle protien (LOC5572912), mRNA	537	0.12509073317050934	0.3819545052588007
NM_001406262.1 Aedes aegypti perlucin-like protein (LOC125242783), mRNA	726	0.8068441152572632	0.04744209674688141
NM_001408088.1 Aedes aegypti larval cuticle protein A3A-like (LOC110681275), mRNA	878	0.8437012434005737	0.04048053585203861
NM_001407440.1 Aedes aegypti 17-beta-hydroxysteroid dehydrogenase 13 (LOC5567865), mRNA	1488	0.3462865948677063	0.10867512652012992
NM_001358319.1 Aedes aegypti ionotropic receptor 40a (Ir40a), mRNA	2531	0.16631528735160828	0.15828234760933604
NM_001407363.1 Aedes aegypti perlucin (LOC5574858), mRNA	588	0.3150659203529358	0.24357937120171594
NM_001407495.1 Aedes aegypti adult-specific cuticular protein ACP-20 (LOC5568740), mRNA	755	0.5254861116409302	0.12154509021806618
NM_001358565.1 Aedes aegypti gustatory receptor 50 (Gr50), mRNA	1200	0.9999993443489075	0.0003587884281290128
NM_001358127.1 Aedes aegypti ionotropic receptor 7f (Ir7f), mRNA	1887	0.8987013101577759	0.01773170179016542
NM_001407755.1 Aedes aegypti cell wall mannoprotein PIR3 (LOC5566948), mRNA	935	0.1021103709936142	0.40871888464505446
NM_001407347.1 Aedes aegypti peptidoglycan-recognition protein LA-like (LOC110674008), transcript variant 2, mRNA	2230	0.21417619287967682	0.14200468313316716
NM_001358415.1 Aedes aegypti gustatory receptor 62 (Gr62), mRNA	1227	0.6670948266983032	0.035784424805498906
NM_001358457.1 Aedes aegypti odorant receptor 8 (Or8), mRNA	1608	0.6055968999862671	0.041638341264445954
NM_001407525.1 Aedes aegypti probable chitinase 10 (LOC5565474), mRNA	1022	0.9933985471725464	0.006647027721126973
NM_001359030.1 Aedes aegypti homeotic protein antennapedia (Antp), mRNA	4524	0.49939870834350586	0.0635433189817962
NM_001358216.1 Aedes aegypti odorant receptor 113 (Or113), mRNA	1528	0.7512789964675903	0.02917516428733288
NM_001358459.1 Aedes aegypti gustatory receptor 23 (Gr23), mRNA	1379	0.5580520629882812	0.04720900370118589
NM_001358262.1 Aedes aegypti gustatory receptor 33b (Gr33b), mRNA	1258	0.8327537775039673	0.022792506986932547
NM_001358417.1 Aedes aegypti gustatory receptor 57 (Gr57), mRNA	1224	0.11722932010889053	0.18016844172520582
NM_001358388.1 Aedes aegypti ionotropic receptor 170 (Ir170), mRNA	1563	0.9328824877738953	0.015352368003625652
NM_001358462.1 Aedes aegypti gustatory receptor 27 (Gr27), mRNA	1284	0.23520486056804657	0.13626406828310295
NM_001407346.1 Aedes aegypti peptidoglycan-recognition protein LA-like (LOC110674008), transcript variant 1, mRNA	2146	0.365966796875	0.10457738499886698
NM_001358323.1 Aedes aegypti odorant receptor 2 (Or2), transcript variant 1, mRNA	1231	0.3520168364048004	0.10737215801797718
NM_001406265.1 Aedes aegypti uncharacterized LOC125242784 (LOC125242784), mRNA	553	0.7461317181587219	0.058815782046698906
NM_001358515.1 Aedes aegypti gustatory receptor 41 (Gr41), mRNA	1131	0.31863173842430115	0.11475564619684266
NM_001358928.1 Aedes aegypti SEC14 domain and spectrin repeat-containing protein 1-like (LOC111562372), mRNA	4432	0.4744091033935547	0.07593096155298738
NM_001395914.1 Aedes aegypti NADPH oxidase 4-art (NOX4-art), mRNA	2069	0.7904701232910156	0.02613490444897651
NM_001358463.1 Aedes aegypti gustatory receptor 29 (Gr29), mRNA	1221	0.49733465909957886	0.0653939119268827
NM_001358401.1 Aedes aegypti ionotropic receptor 171 (Ir171), mRNA	1518	0.08115409314632416	0.2026588110884508
NM_001359029.1 Aedes aegypti segmentation protein fushi tarazu (ftz), mRNA	1915	0.2509617507457733	0.13193972354407432
NM_001363946.1 Aedes aegypti spaetzle 1B (Spz1B), mRNA	1023	0.6818167567253113	0.03472694312259234
NM_001358358.1 Aedes aegypti ionotropic receptor 159 (Ir159), mRNA	1734	0.21040460467338562	0.14362867286048794
NM_001359033.1 Aedes aegypti homeobox protein abdominal-B (Abd-B), mRNA	4698	0.25747862458229065	0.13046680262859733
NM_001358152.1 Aedes aegypti ionotropic receptor 75i (Ir75i), mRNA	3110	0.6537755727767944	0.036766372082483574
NM_001358405.1 Aedes aegypti ionotropic receptor 172 (Ir172), mRNA	1680	0.9995088577270508	0.002926958229473525
NM_001407568.1 Aedes aegypti C-type lectin 37Da (LOC5563670), mRNA	917	0.7611942291259766	0.05615345538015767
NM_001358450.1 Aedes aegypti odorant receptor 99 (Or99), mRNA	1203	0.6640158891677856	0.03602991162474507
NM_001359023.1 Aedes aegypti zerknullt (zen), mRNA	1724	0.5827028155326843	0.04426316187023189
NM_001358091.1 Aedes aegypti gustatory receptor 36 (Gr36), mRNA	1321	0.39030030369758606	0.09893118815620515
NM_001359026.1 Aedes aegypti homeotic protein deformed (Dfd), mRNA	2614	0.821466326713562	0.02358561824911247
NM_001359017.1 Aedes aegypti labial (lab), transcript variant 1, mRNA	1319	0.18417051434516907	0.15233401314298664
NM_001359031.1 Aedes aegypti homeotic protein ultrabithorax (Ubx), mRNA	4173	0.19798779487609863	0.14744316035954377
NM_001358378.1 Aedes aegypti odorant receptor 115 (Or115), transcript variant 2, mRNA	1376	0.9972652196884155	0.0050796887982476014
NM_001358331.1 Aedes aegypti ionotropic receptor 100c (Ir100c), mRNA	2168	0.792690634727478	0.025946068434171764
NM_001358468.1 Aedes aegypti odorant receptor 132 (Or132), transcript variant 1, mRNA	1595	0.9919767379760742	0.006930281743334089
NM_001358379.1 Aedes aegypti odorant receptor 115 (Or115), transcript variant 3, mRNA	1410	0.9784704446792603	0.009517335146159076
NM_001358320.1 Aedes aegypti gustatory receptor 61 (Gr61), transcript variant 1, mRNA	1452	0.8282028436660767	0.023132411813581086
NM_001358951.1 Aedes aegypti odorant receptor 2 (Or2), transcript variant 2, mRNA	1219	0.33587732911109924	0.11099780950222826
NM_001358473.1 Aedes aegypti odorant receptor 121 (Or121), mRNA	2060	0.5182392001152039	0.05498904751114132
NM_001358421.1 Aedes aegypti odorant receptor 94 (Or94), mRNA	1343	0.439732164144516	0.08626029156280686
NM_001358422.1 Aedes aegypti odorant receptor 93 (Or93), mRNA	1617	0.21945370733737946	0.14053176221769015
NM_001358419.1 Aedes aegypti odorant receptor 116 (Or116), mRNA	1475	0.9994748830795288	0.0029458418309539994
NM_001359018.1 Aedes aegypti labial (lab), transcript variant 2, mRNA	1730	0.1177387610077858	0.17992295490595966
NM_001358424.1 Aedes aegypti odorant receptor 117 (Or117), mRNA	1976	0.4149465560913086	0.09290731928393384
NM_001358920.1 Aedes aegypti myosin heavy chain, muscle-like (Myo-sex), mRNA	6166	0.8737525343894958	0.019865548757459023
NM_001358528.1 Aedes aegypti odorant receptor 118 (Or118), mRNA	1373	0.5857523679733276	0.04392325704358335
NM_001358875.1 Aedes aegypti ionotropic receptor 75g (Ir75g), mRNA	2283	0.5101317167282104	0.05716066168139588
NM_001358880.1 Aedes aegypti ionotropic receptor 68a (Ir68a), mRNA	2252	0.20329627394676208	0.14583805423370344
NM_001358386.1 Aedes aegypti gustatory receptor 55 (Gr55), mRNA	1329	0.451299250125885	0.08316338092000906
NM_001358317.1 Aedes aegypti odorant receptor 100 (Or100), mRNA	1369	0.8378258943557739	0.022433718558803536
NM_001358472.1 Aedes aegypti odorant receptor 96 (Or96), mRNA	1557	0.6085075736045837	0.04137397084371931
NM_001358988.1 Aedes aegypti glutathione S-transferase epsilon 5 (LOC110676858), mRNA	851	0.6984775066375732	0.0687595251086568
NM_001358979.1 Aedes aegypti glutathione S-transferase epsilon 2 (LOC110676855), mRNA	803	0.5712544918060303	0.10302169372895069
NM_001358337.1 Aedes aegypti odorant receptor 88 (Or88), mRNA	1350	0.0028910376131534576	0.43311428355615983
NM_001358423.1 Aedes aegypti odorant receptor 119 (Or119), mRNA	1417	0.05203443765640259	0.2316640229624594
NM_001358954.1 Aedes aegypti odorant receptor 29 (Or29), transcript variant 1, mRNA	1511	0.24163517355918884	0.13452677694689932
